species,study.id,preferred,type,genus,family,order,trophic.group,diet,diet.reference,latitude,longitude,study.location,sample.period,temperature.c,age.class,bodylength.metric,bodylength.mean.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.n,ln.bodylength,gutlength.mean.mm,ln.gutlength.mean,gutlength.sd,relativelength.min,relativelength.max,relativelength.mean,relativelength.sd,relativelength.n,ln.relativelength,reference,notes,,
Coryphaenoides_mediterranea,1,N,intestine,Coryphaenoides,Macrouridae,Gadiformes,carnivore,fish,"Carrassón, M., & Matallanas, J. (2002). Diets of deep-sea macrourid fishes in the western Mediterranean. Marine Ecology Progress Series, 234, 215–228. https://doi.org/10.3354/meps234215",38.75,-42,Catalan Sea,1987 - 1988,13,,total,175,90,290,51,30,5.164785974,106.05,4.663910681,,,,0.606,,30,-0.500875293,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",Changed from Chalinura mediterranea to accepted synonym Coryphaenoides mediterranea,
Coryphaenoides_mediterranea,1,Y,entire gut,Coryphaenoides,Macrouridae,Gadiformes,carnivore,fish,"Carrassón, M., & Matallanas, J. (2002). Diets of deep-sea macrourid fishes in the western Mediterranean. Marine Ecology Progress Series, 234, 215–228. https://doi.org/10.3354/meps234215",38.75,-42,Catalan Sea,1987 - 1988,13,,total,175,90,290,51,30,5.164785974,120.225,4.789364987,,,,0.687,,30,-0.375420987,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",Changed from Chalinura mediterranea to accepted synonym Coryphaenoides mediterranea,
Trachyrincus_scabrus,1,N,intestine,Trachyrincus,Macrouridae,Gadiformes,carnivore,invertebrates and fish,"Carrassón, M., & Matallanas, J. (2002). Diets of deep-sea macrourid fishes in the western Mediterranean. Marine Ecology Progress Series, 234, 215–228. https://doi.org/10.3354/meps234215",38.75,-42,Catalan Sea,1987 - 1988,13,,total,293.9,176,401,58,30,5.683239573,152.5341,5.027388178,,,,0.519,,27,-0.655851396,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",Changed from Trachyrhinchus trachyrhinchus to accepted synonym Trachyrincus scabrus,
Trachyrincus_scabrus,1,Y,entire gut,Trachyrincus,Macrouridae,Gadiformes,carnivore,invertebrates and fish,"Carrassón, M., & Matallanas, J. (2002). Diets of deep-sea macrourid fishes in the western Mediterranean. Marine Ecology Progress Series, 234, 215–228. https://doi.org/10.3354/meps234215",38.75,-42,Catalan Sea,1987 - 1988,13,,total,293.9,176,401,58,30,5.683239573,176.34,5.17241395,,,,0.6,,14,-0.510825624,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",Changed from Trachyrhinchus trachyrhinchus to accepted synonym Trachyrincus scabrus,
Lepidion_guentheri,1,N,intestine,Lepidion,Moridae,Gadiformes,carnivore,invertebrates and fish,"Carrassón, M., Matallanas, J., & Casadevall, M. (1997). Feeding strategies of deep-water morids on the western Mediterranean slope. Deep Sea Research Part I: Oceanographic Research Papers, 44(9), 1685–1699. https://doi.org/10.1016/S0967-0637(97)00044-7",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,388.8,196,525,89.3,9,5.963065073,169.128,5.130655825,,,,0.435,,7,-0.832409248,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Lepidion_guentheri,1,Y,entire gut,Lepidion,Moridae,Gadiformes,carnivore,invertebrates and fish,"Carrassón, M., Matallanas, J., & Casadevall, M. (1997). Feeding strategies of deep-water morids on the western Mediterranean slope. Deep Sea Research Part I: Oceanographic Research Papers, 44(9), 1685–1699. https://doi.org/10.1016/S0967-0637(97)00044-7",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,388.8,196,525,89.3,9,5.963065073,221.616,5.400946154,,,,0.57,,7,-0.562118918,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Lepidion_lepidion,1,N,intestine,Lepidion,Moridae,Gadiformes,carnivore,invertebrates and fish,"Carrasson, M., & Matallanas, J. (1990). Preliminary data about the feeding habits of some deep-sea Mediterranean fishes. Journal of Fish Biology, 36(3), 461–463. https://doi.org/10.1111/j.1095-8649.1990.tb05625.x",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,146,74,204,33.3,30,4.983606622,72.562,4.284441369,,,,0.497,,28,-0.699165253,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Lepidion_lepidion,1,Y,entire gut,Lepidion,Moridae,Gadiformes,carnivore,invertebrates and fish,"Carrasson, M., & Matallanas, J. (1990). Preliminary data about the feeding habits of some deep-sea Mediterranean fishes. Journal of Fish Biology, 36(3), 461–463. https://doi.org/10.1111/j.1095-8649.1990.tb05625.x",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,146,74,204,33.3,30,4.983606622,89.352,4.492583625,,,,0.612,,28,-0.491022996,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Notacanthus_bonapartei,1,N,intestine,Notacanthus,Notacanthidae,Notacanthiformes,carnivore,fish,"Coggan, R. A., Gordon, J. D. M., & Merrett, N. R. (1998). Abundance, distribution, reproduction and diet of notacanthid fishes from the north-east Atlantic. Journal of Fish Biology, 52(5), 1038–1057. https://doi.org/10.1111/j.1095-8649.1998.tb00602.x",38.75,-42,Catalan Sea,1987 - 1988,13,,total,216,136,269,33.5,27,5.375278408,119.88,4.786491242,,,,0.555,,23,-0.588787165,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Notacanthus_bonapartei,1,Y,entire gut,Notacanthus,Notacanthidae,Notacanthiformes,carnivore,invertebrates and fish,"Coggan, R. A., Gordon, J. D. M., & Merrett, N. R. (1998). Abundance, distribution, reproduction and diet of notacanthid fishes from the north-east Atlantic. Journal of Fish Biology, 52(5), 1038–1057. https://doi.org/10.1111/j.1095-8649.1998.tb00602.x",38.75,-42,Catalan Sea,1987 - 1988,13,,total,216,136,269,33.5,27,5.375278408,141.264,4.95063048,,,,0.654,,23,-0.424647928,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Polyacanthonotus_rissoanus,1,Y,entire gut,Polyacanthonotus,Notacanthidae,Notacanthiformes,carnivore,fish,"Coggan, R. A., Gordon, J. D. M., & Merrett, N. R. (1998). Abundance, distribution, reproduction and diet of notacanthid fishes from the north-east Atlantic. Journal of Fish Biology, 52(5), 1038–1057. https://doi.org/10.1111/j.1095-8649.1998.tb00602.x",38.75,-42,Catalan Sea,1987 - 1988,13,,total,166.5,135,188,14.3,30,5.114995309,61.272,4.115322969,,,,0.368,,30,-0.999672341,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Polyacanthonotus_rissoanus,1,N,intestine,Polyacanthonotus,Notacanthidae,Notacanthiformes,carnivore,invertebrates and fish,"Coggan, R. A., Gordon, J. D. M., & Merrett, N. R. (1998). Abundance, distribution, reproduction and diet of notacanthid fishes from the north-east Atlantic. Journal of Fish Biology, 52(5), 1038–1057. https://doi.org/10.1111/j.1095-8649.1998.tb00602.x",38.75,-42,Catalan Sea,1987 - 1988,13,,total,166.5,135,188,14.3,30,5.114995309,44.955,3.805661989,,,,0.27,,30,-1.30933332,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Melanostigma_atlanticum,1,N,intestine,Melanostigma,Zoarcidae,Perciformes,carnivore,fish,"Mauchline, J., & Gordon, J. D. M. (1984). Occurrence and feeding of berycomorphid and percomorphid teleost fish in the Rockall Trough. ICES Journal of Marine Science, 41(3), 239–247. https://doi.org/10.1093/icesjms/41.3.239",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,107.7,71,131,12.1,30,4.679349584,32.6331,3.485327111,,,,0.303,,30,-1.194022473,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Melanostigma_atlanticum,1,Y,entire gut,Melanostigma,Zoarcidae,Perciformes,carnivore,invertebrates and fish,"Mauchline, J., & Gordon, J. D. M. (1984). Occurrence and feeding of berycomorphid and percomorphid teleost fish in the Rockall Trough. ICES Journal of Marine Science, 41(3), 239–247. https://doi.org/10.1093/icesjms/41.3.239",38.75,-42,Catalan Sea,1987 - 1988,13,,standard,107.7,71,131,12.1,30,4.679349584,40.1721,3.693172725,,,,0.373,,30,-0.986176859,"Carrassón, M., & Matallanas, J. (1994). Morphometric characteristics of the alimentary tract of deep-sea Mediterranean teleosts in relation to their feeding habits. Marine Biology, 118(2), 319–322. ","Temperatures below 200 m from same cruise described in Stefanescu, C., Lloris, D., & Rucabado, J. (1992). Deep-living demersal fishes in the Catalan Sea (western Mediterranean) below a depth of 1000 m. Journal of Natural History, 26, 197–213.",,
Acanthurus_lineatus,9,Y,entire gut,Acanthurus,Acanthuridae,Perciformes,herbivore,turf algae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,206,,206,,10,5.327876169,1194.8,7.085734086,,,,5.8,0.347850543,10,1.757857918,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Naso_brevirostris,9,Y,entire gut,Naso,Acanthuridae,Perciformes,omnivore,omnivore,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,337,,337,,10,5.82008293,1246.9,7.12841575,,,,3.7,0.822192192,10,1.30833282,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Naso_tonganus,9,Y,entire gut,Naso,Acanthuridae,Perciformes,herbivore,turf algae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,482,,482,,10,6.177944114,2313.6,7.746560032,,,,4.8,0.505964426,10,1.568615918,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Naso_unicornis,9,Y,entire gut,Naso,Acanthuridae,Perciformes,herbivore,macroalgae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,457,,457,,10,6.124683391,2513.5,7.829431483,,,,5.5,0.790569415,10,1.704748092,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Naso_vlamingii,9,Y,entire gut,Naso,Acanthuridae,Perciformes,omnivore,omnivore,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,425,,425,,10,6.052089169,2167.5,7.681329709,,,,5.1,0.790569415,10,1.62924054,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Zebrasoma_scopas,9,Y,entire gut,Zebrasoma,Acanthuridae,Perciformes,herbivore,turf algae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,166,,166,,10,5.111987788,1029.2,6.93653708,,,,6.2,0.505964426,10,1.824549292,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Kyphosus_cinerascens,9,Y,entire gut,Kyphosus,Kyphosidae,Perciformes,herbivore,turf algae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,346,,346,,10,5.846438775,1903,7.551186867,,,,5.5,0.790569415,10,1.704748092,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Kyphosus_vaigiensis,9,Y,entire gut,Kyphosus,Kyphosidae,Perciformes,herbivore,macroalgae,same,-14.7,145.5,Australia,November to February 1994 -1996,28.4,adult,fork,365,,365,,10,5.899897354,1496.5,7.310884327,,,,4.1,0.569209979,10,1.410986974,"Choat, J. H., Robbins, W. D., & Clements, K. D. (2004). The trophic status of herbivorous fishes on coral reefs. Marine Biology, 145(3), 445–454. ","Authors used mean lengths to calculate RGL but only reported maximum lengths, so used maximum length in analysis.",,
Odax_pullus,2,Y,entire gut,Odax,Odacidae,Labriformes,herbivore,macroalgae,same,-36.27,146.8,NZ,February 1983 - September 1984,17,adult,total,346.2835029,286.2652,413.9235,34.80695636,69,5.847257812,625.6295954,6.438758495,,1.154699209,3.007048142,1.806697663,0.455347961,69,0.591500683,"Clements, K. D., & Choat, J. H. (1993). Influence of season, ontogeny and tide on the diet of the temperate marine herbivorous fish Odax pullus (Odacidae). Marine Biology, 117(2), 213–220.",,Authors appear to have misreported coordinates.,Habitat could probably be described as rocky reef or kelp forest but authors specifically describe subtidal reefs.
Odax_pullus,2,Y,entire gut,Odax,Odacidae,Labriformes,herbivore,macroalgae,same,-36.27,146.8,NZ,February 1983 - September 1984,17,subadult,total,228.4348125,180.5579,279.73,31.54991088,40,5.431250885,331.923458,5.804904394,,0.7451461,2.784242591,1.4530336,0.406909446,40,0.373653509,"Clements, K. D., & Choat, J. H. (1993). Influence of season, ontogeny and tide on the diet of the temperate marine herbivorous fish Odax pullus (Odacidae). Marine Biology, 117(2), 213–220.",,Authors appear to have misreported coordinates.,Habitat could probably be described as rocky reef or kelp forest but authors specifically describe subtidal reefs.
